generic_name,dosage_form,strength,therapeutic_category,who_list_section,notes,unit,reorder_level
equivalent (400 micrograms),Tablet,100 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
equivalent (400 micrograms),Tablet,150 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
equivalent (400 micrograms),Tablet,200 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
equivalent (400 micrograms),Therapeutic,300 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),Tablet,50 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
equivalent (400 micrograms),Tablet,300 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
equivalent (400 micrograms),bearing,200 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
equivalent (400 micrograms),bearing,500 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
birth defects and developmental disorders in children,Tablet,2 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
birth defects and developmental disorders in children,Tablet,5 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
anxiety symptoms only,Solid,20 mg (as hydrochloride),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
anxiety symptoms only,Capsule,10 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
anxiety symptoms only,Capsule,25 mg (hydrochloride),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
anxiety symptoms only,Tablet,333 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
anxiety symptoms only,Injection,380 mg in vial,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,vial,20
naltrexone,Tablet,50 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
naltrexone,bupropion,150 mg (hydrochloride),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Chewing,2 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Chewing,4 mg (as polacrilex),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Lozenge,2 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
naltrexone,Lozenge,4 mg,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
naltrexone,Oral,1 mg per actuation,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Transdermal patch,5 mg to 30 mg/16 hrs,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Transdermal patch,7 mg to 21 mg/24 hrs,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Tablet,"0.5 mg, 1 mg",WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,strip,20
naltrexone,Concentrate,5 mg/mL,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Concentrate,10 mg/mL (hydrochloride),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,unit,20
naltrexone,Oral liquid,5 mg/5 mL,WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,bottle,20
naltrexone,Oral liquid,10 mg/5 mL (hydrochloride),WHO EML 2023,Complementary,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,bottle,20
naltrexone,Injection,1 mg/mL (as hydrochloride or hydrogen tartrate) in,WHO EML 2023,Core,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,vial,20
epinephrine (adrenaline),ipratropium,20 micrograms/metered dose,WHO EML 2023,Core,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,unit,20
epinephrine (adrenaline),Inhalation,100 micrograms (as sulfate) per dose,WHO EML 2023,Core,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,unit,20
epinephrine (adrenaline),Injection,50 micrograms/mL (as sulfate) in 5 mL ampoule,WHO EML 2023,Core,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,vial,20
epinephrine (adrenaline),Metered,100 micrograms (as sulfate) per,WHO EML 2023,Core,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,unit,20
epinephrine (adrenaline),Respirator,5 mg/mL (as sulfate),WHO EML 2023,Core,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,unit,20
epinephrine (adrenaline),Therapeutic,"Powder for inhalaton, capsule: 18 micrograms",WHO EML 2023,Core,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,unit,20
epinephrine (adrenaline),Injectable,5% (isotonic),WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
epinephrine (adrenaline),Injectable,10% (hypertonic),WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
glucose,Injectable,"4% glucose, 0.18% sodium chloride",WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
glucose,glucose,"5% glucose, 0.9% sodium chloride (equivalent",WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
glucose,Solution,11.2% in 20 mL ampoule,WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
potassium chloride,Solution,7.5% (equivalent to K 1 mmol/mL and Cl,WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
potassium chloride,Injectable,"0.9% isotonic (equivalent to Na+ 154 mmol/L,",WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
sodium chloride,Injectable,"1.4% isotonic (equivalent to Na+ 167 mmol/L,",WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
sodium hydrogen carbonate,Solution,8.4% in 10 mL ampoule (equivalent to Na+,WHO EML 2023,Core,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID–BASE DISTURBANCES",unit,20
sodium hydrogen carbonate,Tablet,50 mg,WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
sodium hydrogen carbonate,Tablet,500 mg (elemental),WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
sodium hydrogen carbonate,Oral liquid,400 IU/mL,WHO EML 2023,Core,27. VITAMINS AND MINERALS,bottle,20
sodium hydrogen carbonate,Solid,400 IU,WHO EML 2023,Core,27. VITAMINS AND MINERALS,unit,20
sodium hydrogen carbonate,Solid,1000 IU,WHO EML 2023,Core,27. VITAMINS AND MINERALS,unit,20
sodium hydrogen carbonate,Oral liquid,250 micrograms/mL (10 000 IU/mL),WHO EML 2023,Core,27. VITAMINS AND MINERALS,bottle,20
sodium hydrogen carbonate,Solid,1.25 mg (50 000 IU),WHO EML 2023,Core,27. VITAMINS AND MINERALS,unit,20
sodium hydrogen carbonate,Capsule,190 mg,WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
sodium hydrogen carbonate,Iodized,1 mL (480 mg iodine),WHO EML 2023,Core,27. VITAMINS AND MINERALS,unit,20
sodium hydrogen carbonate,Iodized,0.5 mL (240 mg iodine) in,WHO EML 2023,Core,27. VITAMINS AND MINERALS,unit,20
values,Tablet,50 mg,WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
values,Tablet,25 mg (hydrochloride),WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
values,Capsule,50 000 IU,WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
values,Capsule,100 000 IU,WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
values,Capsule,200 000 IU (as palmitate),WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
values,Oral,100 000 IU/mL (as palmitate) in multidose,WHO EML 2023,Core,27. VITAMINS AND MINERALS,unit,20
retinol,Tablet,10 000 IU (as palmitate),WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
retinol,Water-miscible,100 000 IU (as palmitate) in,WHO EML 2023,Core,27. VITAMINS AND MINERALS,unit,20
retinol,Tablet,5 mg,WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
retinol,Tablet,50 mg (hydrochloride),WHO EML 2023,Core,27. VITAMINS AND MINERALS,strip,20
retinol,Injection,100 mg/mL in 10 mL ampoule,WHO EML 2023,Complementary,27. VITAMINS AND MINERALS,vial,20
retinol,acetic,"2%, in alcohol",WHO EML 2023,Core,"28. EAR, NOSE AND THROAT MEDICINES",unit,20
retinol,Nasal,100 micrograms per dose,WHO EML 2023,Core,"28. EAR, NOSE AND THROAT MEDICINES",unit,20
retinol,Solution,0.3% (as hydrochloride),WHO EML 2023,Core,"28. EAR, NOSE AND THROAT MEDICINES",unit,20
retinol,Tablet,100 mg,WHO EML 2023,Core,29. MEDICINES FOR DISEASES OF JOINTS,strip,20
retinol,Tablet,150 mg (as phosphate or sulfate),WHO EML 2023,Core,29. MEDICINES FOR DISEASES OF JOINTS,strip,20
retinol,Tablet,50 mg,WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,strip,20
retinol,hydroxychloroquine,200 mg (as sulfate),WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,unit,20
retinol,Tablet,2.5 mg (as sodium),WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,strip,20
retinol,penicillamine,250 mg,WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,unit,20
retinol,Tablet,500 mg,WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,strip,20
retinol,Suppository,50 mg to 150 mg,WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,unit,20
retinol,Tablet,100 mg to 500 mg,WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,strip,20
retinol,Therapeutic,Injection: 20 mg/mL in vial,WHO EML 2023,Complementary,29. MEDICINES FOR DISEASES OF JOINTS,unit,20
retinol,Gel,containing 2500 to 12 500 ppm fluoride (any type),WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
retinol,Mouthrinse,containing 230 to 900 ppm fluoride (any type),WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,"Toothpaste,",containing 1000 to 1500 ppm fluoride,WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,Varnish,containing 22 500 ppm fluoride (any type),WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,Single-use,0.4 g powder + 0.09 mL liquid,WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,Multi-use,powder + liquid,WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,glass,"25-50% silicate, 20-40%",WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,quantities.,"7-25% polybasic carboxylic acid,",WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,silver,38% w/v,WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,Table,Medicines with age or weight restrictions,WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,Table,Explanation of dosage forms,WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,in,gastro-,WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,Topical,"lotions, paints",WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
fluoride,For,"cream, ointment",WHO EML 2023,Core,30. DENTAL MEDICINES AND PREPARATIONS,unit,20
